district,district_reported,crop,year,season_group,yield_t_ha,yield_original,yield_unit,source_report,source_page,source_period
Khanewal,Khanewal,Mango,2021-22,Kharif,13.541628,137.0,maund/acre,2022-23(1).pdf,97,previous_year
Khushab,Khushab,Mango,2021-22,Kharif,6.128328,62.0,maund/acre,2022-23(1).pdf,97,previous_year
Lahore,Lahore,Mango,2021-22,Kharif,13.937004,141.0,maund/acre,2022-23(1).pdf,97,previous_year
Layyah,Layyah,Mango,2021-22,Kharif,12.454344,126.0,maund/acre,2022-23(1).pdf,97,previous_year
Lodhran,Lodhran,Mango,2021-22,Kharif,12.454344,126.0,maund/acre,2022-23(1).pdf,97,previous_year
Mandi Bahauddin,M.B. Din,Mango,2021-22,Kharif,12.84972,130.0,maund/acre,2022-23(1).pdf,97,previous_year
Mianwali,Mianwali,Mango,2021-22,Kharif,16.506948,167.0,maund/acre,2022-23(1).pdf,97,previous_year
Multan,Multan,Mango,2021-22,Kharif,11.268216,114.0,maund/acre,2022-23(1).pdf,97,previous_year
Muzaffargarh,Muzaffargarh,Mango,2021-22,Kharif,19.076892,193.0,maund/acre,2022-23(1).pdf,97,previous_year
Nankana Sahib,Nankana Sahib,Mango,2021-22,Kharif,9.291336,94.0,maund/acre,2022-23(1).pdf,97,previous_year
Narowal,Narowal,Mango,2021-22,Kharif,4.546824,46.0,maund/acre,2022-23(1).pdf,97,previous_year
Okara,Okara,Mango,2021-22,Kharif,3.756072,38.0,maund/acre,2022-23(1).pdf,97,previous_year
Pakpattan,Pakpattan,Mango,2021-22,Kharif,16.012728,162.0,maund/acre,2022-23(1).pdf,97,previous_year
Rahim Yar Khan,Rahim Yar Khan,Mango,2021-22,Kharif,14.134692,143.0,maund/acre,2022-23(1).pdf,97,previous_year
Rajanpur,Rajan Pur,Mango,2021-22,Kharif,9.093648,92.0,maund/acre,2022-23(1).pdf,97,previous_year
Rawalpindi,RAWALPINDI DV:,Mango,2021-22,Kharif,7.215612,73.0,maund/acre,2022-23(1).pdf,97,previous_year
Sahiwal,Sahiwal,Mango,2021-22,Kharif,11.36706,115.0,maund/acre,2022-23(1).pdf,97,previous_year
Sargodha,Sargodha,Mango,2021-22,Kharif,8.994804,91.0,maund/acre,2022-23(1).pdf,97,previous_year
Sheikhupura,Sheikhupura,Mango,2021-22,Kharif,15.123132,153.0,maund/acre,2022-23(1).pdf,97,previous_year
Sialkot,Sialkot,Mango,2021-22,Kharif,7.90752,80.0,maund/acre,2022-23(1).pdf,97,previous_year
Toba Tek Singh,T.T. Singh,Mango,2021-22,Kharif,5.43642,55.0,maund/acre,2022-23(1).pdf,97,previous_year
Vehari,Vehari,Mango,2021-22,Kharif,13.146252,133.0,maund/acre,2022-23(1).pdf,97,previous_year
Gujrat,Gujrat,Mash,2021-22,Kharif,0.376596,3.81,maund/acre,2022-23(1).pdf,29,previous_year
Narowal,Narowal,Mash,2021-22,Kharif,0.321243,3.25,maund/acre,2022-23(1).pdf,29,previous_year
Attock,Attock,Masoor,2021-22,Rabi,1.156475,11.7,maund/acre,2022-23(1).pdf,155,previous_year
Bahawalpur,Bahawalpur,Masoor,2021-22,Rabi,0.504104,5.1,maund/acre,2022-23(1).pdf,155,previous_year
Bhakkar,Bhakkar,Masoor,2021-22,Rabi,0.375607,3.8,maund/acre,2022-23(1).pdf,155,previous_year
Chakwal,Chakwal,Masoor,2021-22,Rabi,0.563411,5.7,maund/acre,2022-23(1).pdf,155,previous_year
Faisalabad,Faisalabad,Masoor,2021-22,Rabi,0.820405,8.3,maund/acre,2022-23(1).pdf,155,previous_year
Gujranwala,Gujranwala,Masoor,2021-22,Rabi,0.464567,4.7,maund/acre,2022-23(1).pdf,155,previous_year
Gujrat,Gujrat,Masoor,2021-22,Rabi,0.306416,3.1,maund/acre,2022-23(1).pdf,155,previous_year
Jhelum,Jhelum,Masoor,2021-22,Rabi,0.296532,3.0,maund/acre,2022-23(1).pdf,155,previous_year
Mianwali,Mianwali,Masoor,2021-22,Rabi,0.711677,7.2,maund/acre,2022-23(1).pdf,155,previous_year
Narowal,Narowal,Masoor,2021-22,Rabi,0.602948,6.1,maund/acre,2022-23(1).pdf,155,previous_year
Rahim Yar Khan,Rahim Yar Khan,Masoor,2021-22,Rabi,0.859943,8.7,maund/acre,2022-23(1).pdf,155,previous_year
Rawalpindi,Rawalpindi,Masoor,2021-22,Rabi,0.296532,3.0,maund/acre,2022-23(1).pdf,155,previous_year
Toba Tek Singh,T.T. Singh,Masoor,2021-22,Rabi,0.563411,5.7,maund/acre,2022-23(1).pdf,155,previous_year
Attock,Attock,Moong,2021-22,Kharif,0.409214,4.14,maund/acre,2022-23(1).pdf,24,previous_year
Bahawalnagar,Bahawalnagar,Moong,2021-22,Kharif,0.829301,8.39,maund/acre,2022-23(1).pdf,24,previous_year
Bahawalpur,Bahawalpur,Moong,2021-22,Kharif,0.784821,7.94,maund/acre,2022-23(1).pdf,24,previous_year
Bhakkar,Bhakkar,Moong,2021-22,Kharif,0.829301,8.39,maund/acre,2022-23(1).pdf,24,previous_year
Chakwal,Chakwal,Moong,2021-22,Kharif,0.33607,3.4,maund/acre,2022-23(1).pdf,24,previous_year
Chiniot,Chiniot,Moong,2021-22,Kharif,1.204908,12.19,maund/acre,2022-23(1).pdf,24,previous_year
Dera Ghazi Khan,D.G. Khan,Moong,2021-22,Kharif,0.848082,8.58,maund/acre,2022-23(1).pdf,24,previous_year
Faisalabad,Faisalabad,Moong,2021-22,Kharif,0.907388,9.18,maund/acre,2022-23(1).pdf,24,previous_year
Jhang,Jhang,Moong,2021-22,Kharif,0.691908,7.0,maund/acre,2022-23(1).pdf,24,previous_year
Jhelum,Jhelum,Moong,2021-22,Kharif,0.374619,3.79,maund/acre,2022-23(1).pdf,24,previous_year
Kasur,Kasur,Moong,2021-22,Kharif,0.591087,5.98,maund/acre,2022-23(1).pdf,24,previous_year
Khanewal,Khanewal,Moong,2021-22,Kharif,0.745284,7.54,maund/acre,2022-23(1).pdf,24,previous_year
Khushab,Khushab,Moong,2021-22,Kharif,0.506081,5.12,maund/acre,2022-23(1).pdf,24,previous_year
Layyah,Layyah,Moong,2021-22,Kharif,1.113972,11.27,maund/acre,2022-23(1).pdf,24,previous_year
Lodhran,Lodhran,Moong,2021-22,Kharif,1.094203,11.07,maund/acre,2022-23(1).pdf,24,previous_year
Mianwali,Mianwali,Moong,2021-22,Kharif,0.906399,9.17,maund/acre,2022-23(1).pdf,24,previous_year
Multan,Multan,Moong,2021-22,Kharif,0.660278,6.68,maund/acre,2022-23(1).pdf,24,previous_year
Muzaffargarh,Muzzafargargh,Moong,2021-22,Kharif,0.959775,9.71,maund/acre,2022-23(1).pdf,24,previous_year
Okara,Okara,Moong,2021-22,Kharif,0.928145,9.39,maund/acre,2022-23(1).pdf,24,previous_year
Pakpattan,Pakpattan,Moong,2021-22,Kharif,0.699816,7.08,maund/acre,2022-23(1).pdf,24,previous_year
Rahim Yar Khan,Rahim Yar Khan,Moong,2021-22,Kharif,0.813486,8.23,maund/acre,2022-23(1).pdf,24,previous_year
Rajanpur,Rajan Pur,Moong,2021-22,Kharif,1.304741,13.2,maund/acre,2022-23(1).pdf,24,previous_year
Rawalpindi,RAWALPINDI DV:,Moong,2021-22,Kharif,0.359792,3.64,maund/acre,2022-23(1).pdf,24,previous_year
Sahiwal,Sahiwal,Moong,2021-22,Kharif,0.936053,9.47,maund/acre,2022-23(1).pdf,24,previous_year
Sargodha,Sargodha,Moong,2021-22,Kharif,0.564399,5.71,maund/acre,2022-23(1).pdf,24,previous_year
Sheikhupura,Sheikhupura,Moong,2021-22,Kharif,0.627659,6.35,maund/acre,2022-23(1).pdf,24,previous_year
Toba Tek Singh,T.T. Singh,Moong,2021-22,Kharif,1.027978,10.4,maund/acre,2022-23(1).pdf,24,previous_year
Vehari,Vehari,Moong,2021-22,Kharif,0.902446,9.13,maund/acre,2022-23(1).pdf,24,previous_year
Attock,Attock,Other Kharif Fruits,2021-22,Kharif,0.197688,2.0,maund/acre,2022-23(1).pdf,107,previous_year
Bahawalnagar,Bahawalnagar,Other Kharif Fruits,2021-22,Kharif,1.087284,11.0,maund/acre,2022-23(1).pdf,107,previous_year
Bahawalpur,Bahawalpur,Other Kharif Fruits,2021-22,Kharif,0.296532,3.0,maund/acre,2022-23(1).pdf,107,previous_year
Bhakkar,Bhakkar,Other Kharif Fruits,2021-22,Kharif,0.98844,10.0,maund/acre,2022-23(1).pdf,107,previous_year
Faisalabad,Faisalabad,Other Kharif Fruits,2021-22,Kharif,3.360696,34.0,maund/acre,2022-23(1).pdf,107,previous_year
Gujranwala,Gujranwala,Other Kharif Fruits,2021-22,Kharif,0.98844,10.0,maund/acre,2022-23(1).pdf,107,previous_year
Hafizabad,Hafizabad,Other Kharif Fruits,2021-22,Kharif,0.098844,1.0,maund/acre,2022-23(1).pdf,107,previous_year
Khanewal,Khanewal,Other Kharif Fruits,2021-22,Kharif,1.186128,12.0,maund/acre,2022-23(1).pdf,107,previous_year
Lodhran,Lodhran,Other Kharif Fruits,2021-22,Kharif,2.273412,23.0,maund/acre,2022-23(1).pdf,107,previous_year
Mandi Bahauddin,M.B.Din,Other Kharif Fruits,2021-22,Kharif,9.687,9687.0,kg/ha,2022-23(1).pdf,108,previous_year
Narowal,Narowal,Other Kharif Fruits,2021-22,Kharif,0.98844,10.0,maund/acre,2022-23(1).pdf,107,previous_year
Okara,Okara,Other Kharif Fruits,2021-22,Kharif,0.49422,5.0,maund/acre,2022-23(1).pdf,107,previous_year
Pakpattan,Pakpattan,Other Kharif Fruits,2021-22,Kharif,1.48266,15.0,maund/acre,2022-23(1).pdf,107,previous_year
Rawalpindi,RAWALPINDI DV:,Other Kharif Fruits,2021-22,Kharif,0.197688,2.0,maund/acre,2022-23(1).pdf,107,previous_year
Sahiwal,Sahiwal,Other Kharif Fruits,2021-22,Kharif,0.49422,5.0,maund/acre,2022-23(1).pdf,107,previous_year
Sargodha,Sargodha,Other Kharif Fruits,2021-22,Kharif,0.197688,2.0,maund/acre,2022-23(1).pdf,107,previous_year
Sialkot,Sialkot,Other Kharif Fruits,2021-22,Kharif,0.098844,1.0,maund/acre,2022-23(1).pdf,107,previous_year
Vehari,Vehari,Other Kharif Fruits,2021-22,Kharif,0.98844,10.0,maund/acre,2022-23(1).pdf,107,previous_year
Bahawalpur,Bahawalpur,Other Kharif Pulses,2021-22,Kharif,0.790752,8.0,maund/acre,2022-23(1).pdf,32,previous_year
Bhakkar,Bhakkar,Other Kharif Pulses,2021-22,Kharif,0.49422,5.0,maund/acre,2022-23(1).pdf,32,previous_year
Dera Ghazi Khan,D.G. Khan,Other Kharif Pulses,2021-22,Kharif,0.49422,5.0,maund/acre,2022-23(1).pdf,32,previous_year
Muzaffargarh,Muzaffargarh,Other Kharif Pulses,2021-22,Kharif,0.691908,7.0,maund/acre,2022-23(1).pdf,32,previous_year
Rahim Yar Khan,Rahim Yar Khan,Other Kharif Pulses,2021-22,Kharif,0.691908,7.0,maund/acre,2022-23(1).pdf,32,previous_year
Attock,Attock,Other Kharif Vegetables,2021-22,Kharif,10.87284,110.0,maund/acre,2022-23(1).pdf,89,previous_year
Bahawalnagar,Bahawalnagar,Other Kharif Vegetables,2021-22,Kharif,12.948564,131.0,maund/acre,2022-23(1).pdf,89,previous_year
Bahawalpur,Bahawalpur,Other Kharif Vegetables,2021-22,Kharif,11.070528,112.0,maund/acre,2022-23(1).pdf,89,previous_year
Bhakkar,Bhakkar,Other Kharif Vegetables,2021-22,Kharif,11.663592,118.0,maund/acre,2022-23(1).pdf,89,previous_year
Chiniot,Chiniot,Other Kharif Vegetables,2021-22,Kharif,13.937004,141.0,maund/acre,2022-23(1).pdf,89,previous_year
Faisalabad,Faisalabad,Other Kharif Vegetables,2021-22,Kharif,12.948564,131.0,maund/acre,2022-23(1).pdf,89,previous_year
Gujranwala,Gujranwala,Other Kharif Vegetables,2021-22,Kharif,9.785556,99.0,maund/acre,2022-23(1).pdf,89,previous_year
Gujrat,Gujrat,Other Kharif Vegetables,2021-22,Kharif,9.785556,99.0,maund/acre,2022-23(1).pdf,89,previous_year
Hafizabad,Hafizabad,Other Kharif Vegetables,2021-22,Kharif,8.698272,88.0,maund/acre,2022-23(1).pdf,89,previous_year
Islamabad,Islamabad,Other Kharif Vegetables,2021-22,Kharif,8.500584,86.0,maund/acre,2022-23(1).pdf,89,previous_year
Jhang,Jhang,Other Kharif Vegetables,2021-22,Kharif,12.948564,131.0,maund/acre,2022-23(1).pdf,89,previous_year
Kasur,Kasur,Other Kharif Vegetables,2021-22,Kharif,13.937004,141.0,maund/acre,2022-23(1).pdf,89,previous_year
Khanewal,Khanewal,Other Kharif Vegetables,2021-22,Kharif,13.83816,140.0,maund/acre,2022-23(1).pdf,89,previous_year
Khushab,Khushab,Other Kharif Vegetables,2021-22,Kharif,12.256656,124.0,maund/acre,2022-23(1).pdf,89,previous_year
Lahore,Lahore,Other Kharif Vegetables,2021-22,Kharif,13.739316,139.0,maund/acre,2022-23(1).pdf,89,previous_year
Lodhran,Lodhran,Other Kharif Vegetables,2021-22,Kharif,13.937004,141.0,maund/acre,2022-23(1).pdf,89,previous_year
Mandi Bahauddin,M.B. Din,Other Kharif Vegetables,2021-22,Kharif,9.983244,101.0,maund/acre,2022-23(1).pdf,89,previous_year
Mianwali,Mianwali,Other Kharif Vegetables,2021-22,Kharif,10.675152,108.0,maund/acre,2022-23(1).pdf,89,previous_year
Multan,Multan,Other Kharif Vegetables,2021-22,Kharif,13.83816,140.0,maund/acre,2022-23(1).pdf,89,previous_year
Muzaffargarh,Muzaffargarh,Other Kharif Vegetables,2021-22,Kharif,14.134692,143.0,maund/acre,2022-23(1).pdf,89,previous_year
Nankana Sahib,Nankana Sahib,Other Kharif Vegetables,2021-22,Kharif,13.640472,138.0,maund/acre,2022-23(1).pdf,89,previous_year
Narowal,Narowal,Other Kharif Vegetables,2021-22,Kharif,8.500584,86.0,maund/acre,2022-23(1).pdf,89,previous_year
Okara,Okara,Other Kharif Vegetables,2021-22,Kharif,12.750876,129.0,maund/acre,2022-23(1).pdf,89,previous_year
Pakpattan,Pakpattan,Other Kharif Vegetables,2021-22,Kharif,13.640472,138.0,maund/acre,2022-23(1).pdf,89,previous_year
Rahim Yar Khan,Rahim Yar Khan,Other Kharif Vegetables,2021-22,Kharif,12.750876,129.0,maund/acre,2022-23(1).pdf,89,previous_year
Rajanpur,Rajan Pur,Other Kharif Vegetables,2021-22,Kharif,14.33238,145.0,maund/acre,2022-23(1).pdf,89,previous_year
Rawalpindi,Rawalpindi,Other Kharif Vegetables,2021-22,Kharif,9.39018,95.0,maund/acre,2022-23(1).pdf,89,previous_year
Sahiwal,Sahiwal,Other Kharif Vegetables,2021-22,Kharif,11.86128,120.0,maund/acre,2022-23(1).pdf,89,previous_year
Sargodha,Sargodha,Other Kharif Vegetables,2021-22,Kharif,14.035848,142.0,maund/acre,2022-23(1).pdf,89,previous_year
Sheikhupura,Sheikhupura,Other Kharif Vegetables,2021-22,Kharif,14.727756,149.0,maund/acre,2022-23(1).pdf,89,previous_year
Sialkot,Sialkot,Other Kharif Vegetables,2021-22,Kharif,9.587868,97.0,maund/acre,2022-23(1).pdf,89,previous_year
Toba Tek Singh,T.T. Singh,Other Kharif Vegetables,2021-22,Kharif,12.256656,124.0,maund/acre,2022-23(1).pdf,89,previous_year
Vehari,Vehari,Other Kharif Vegetables,2021-22,Kharif,12.948564,131.0,maund/acre,2022-23(1).pdf,89,previous_year
Bahawalnagar,Bahawalnagar,Other Rabi Fruits,2021-22,Other/Perennial,7.4133,75.0,maund/acre,2022-23(1).pdf,205,previous_year
Bahawalpur,Bahawalpur,Other Rabi Fruits,2021-22,Other/Perennial,6.523704,66.0,maund/acre,2022-23(1).pdf,205,previous_year
Chiniot,Chiniot,Other Rabi Fruits,2021-22,Other/Perennial,5.43642,55.0,maund/acre,2022-23(1).pdf,205,previous_year
Dera Ghazi Khan,D.G. Khan,Other Rabi Fruits,2021-22,Other/Perennial,6.91908,70.0,maund/acre,2022-23(1).pdf,205,previous_year
Faisalabad,Faisalabad,Other Rabi Fruits,2021-22,Other/Perennial,6.42486,65.0,maund/acre,2022-23(1).pdf,205,previous_year
Jhang,Jhang,Other Rabi Fruits,2021-22,Other/Perennial,6.91908,70.0,maund/acre,2022-23(1).pdf,205,previous_year
Jhelum,Jhelum,Other Rabi Fruits,2021-22,Other/Perennial,4.44798,45.0,maund/acre,2022-23(1).pdf,205,previous_year
Kasur,Kasur,Other Rabi Fruits,2021-22,Other/Perennial,6.523704,66.0,maund/acre,2022-23(1).pdf,205,previous_year
Khanewal,Khanewal,Other Rabi Fruits,2021-22,Other/Perennial,6.91908,70.0,maund/acre,2022-23(1).pdf,205,previous_year
Khushab,Khushab,Other Rabi Fruits,2021-22,Other/Perennial,6.91908,70.0,maund/acre,2022-23(1).pdf,205,previous_year
Lahore,Lahore,Other Rabi Fruits,2021-22,Other/Perennial,5.831796,59.0,maund/acre,2022-23(1).pdf,205,previous_year
Lodhran,Lodhran,Other Rabi Fruits,2021-22,Other/Perennial,6.42486,65.0,maund/acre,2022-23(1).pdf,205,previous_year
Multan,Multan,Other Rabi Fruits,2021-22,Other/Perennial,7.90752,80.0,maund/acre,2022-23(1).pdf,205,previous_year
Nankana Sahib,Nankana Sahib,Other Rabi Fruits,2021-22,Other/Perennial,5.634108,57.0,maund/acre,2022-23(1).pdf,205,previous_year
Narowal,Narowal,Other Rabi Fruits,2021-22,Other/Perennial,5.43642,55.0,maund/acre,2022-23(1).pdf,205,previous_year
Okara,Okara,Other Rabi Fruits,2021-22,Other/Perennial,6.91908,70.0,maund/acre,2022-23(1).pdf,205,previous_year
Pakpattan,Pakpattan,Other Rabi Fruits,2021-22,Other/Perennial,6.91908,70.0,maund/acre,2022-23(1).pdf,205,previous_year
Rahim Yar Khan,Rahim Yar Khan,Other Rabi Fruits,2021-22,Other/Perennial,6.91908,70.0,maund/acre,2022-23(1).pdf,205,previous_year
Rawalpindi,Rawalpindi,Other Rabi Fruits,2021-22,Other/Perennial,3.45954,35.0,maund/acre,2022-23(1).pdf,205,previous_year
Sahiwal,Sahiwal,Other Rabi Fruits,2021-22,Other/Perennial,6.721392,68.0,maund/acre,2022-23(1).pdf,205,previous_year
Sargodha,Sargodha,Other Rabi Fruits,2021-22,Other/Perennial,5.93064,60.0,maund/acre,2022-23(1).pdf,205,previous_year
Sheikhupura,Sheikhupura,Other Rabi Fruits,2021-22,Other/Perennial,6.029484,61.0,maund/acre,2022-23(1).pdf,205,previous_year
Sialkot,Sialkot,Other Rabi Fruits,2021-22,Other/Perennial,4.9422,50.0,maund/acre,2022-23(1).pdf,205,previous_year
Toba Tek Singh,T.T. Singh,Other Rabi Fruits,2021-22,Other/Perennial,5.93064,60.0,maund/acre,2022-23(1).pdf,205,previous_year
Attock,Attock,Other Rabi Vegetables,2021-22,Rabi,18.28614,185.0,maund/acre,2022-23(1).pdf,187,previous_year
Bahawalnagar,Bahawalnagar,Other Rabi Vegetables,2021-22,Rabi,9.587868,97.0,maund/acre,2022-23(1).pdf,187,previous_year
Bahawalpur,Bahawalpur,Other Rabi Vegetables,2021-22,Rabi,17.198856,174.0,maund/acre,2022-23(1).pdf,187,previous_year
Bhakkar,Bhakkar,Other Rabi Vegetables,2021-22,Rabi,16.408104,166.0,maund/acre,2022-23(1).pdf,187,previous_year
Chakwal,Chakwal,Other Rabi Vegetables,2021-22,Rabi,16.80348,170.0,maund/acre,2022-23(1).pdf,187,previous_year
Chiniot,Chiniot,Other Rabi Vegetables,2021-22,Rabi,17.989608,182.0,maund/acre,2022-23(1).pdf,187,previous_year
Dera Ghazi Khan,D.G. Khan,Other Rabi Vegetables,2021-22,Rabi,14.33238,145.0,maund/acre,2022-23(1).pdf,187,previous_year
Faisalabad,Faisalabad,Other Rabi Vegetables,2021-22,Rabi,17.594232,178.0,maund/acre,2022-23(1).pdf,187,previous_year
Gujranwala,Gujranwala,Other Rabi Vegetables,2021-22,Rabi,18.978048,192.0,maund/acre,2022-23(1).pdf,187,previous_year
Gujrat,Gujrat,Other Rabi Vegetables,2021-22,Rabi,11.86128,120.0,maund/acre,2022-23(1).pdf,187,previous_year
Hafizabad,Hafizabad,Other Rabi Vegetables,2021-22,Rabi,19.175736,194.0,maund/acre,2022-23(1).pdf,187,previous_year
Islamabad,Islamabad,Other Rabi Vegetables,2021-22,Rabi,16.80348,170.0,maund/acre,2022-23(1).pdf,187,previous_year
Jhang,Jhang,Other Rabi Vegetables,2021-22,Rabi,14.8266,150.0,maund/acre,2022-23(1).pdf,187,previous_year
Jhelum,Jhelum,Other Rabi Vegetables,2021-22,Rabi,17.79192,180.0,maund/acre,2022-23(1).pdf,187,previous_year
Kasur,Kasur,Other Rabi Vegetables,2021-22,Rabi,12.652032,128.0,maund/acre,2022-23(1).pdf,187,previous_year
Khanewal,Khanewal,Other Rabi Vegetables,2021-22,Rabi,15.617352,158.0,maund/acre,2022-23(1).pdf,187,previous_year
Khushab,Khushab,Other Rabi Vegetables,2021-22,Rabi,13.442784,136.0,maund/acre,2022-23(1).pdf,187,previous_year
Lahore,Lahore,Other Rabi Vegetables,2021-22,Rabi,21.74568,220.0,maund/acre,2022-23(1).pdf,187,previous_year
Layyah,Layyah,Other Rabi Vegetables,2021-22,Rabi,14.8266,150.0,maund/acre,2022-23(1).pdf,187,previous_year
Lodhran,Lodhran,Other Rabi Vegetables,2021-22,Rabi,17.890764,181.0,maund/acre,2022-23(1).pdf,187,previous_year
Mandi Bahauddin,M.B.Din,Other Rabi Vegetables,2021-22,Rabi,14.8266,150.0,maund/acre,2022-23(1).pdf,187,previous_year
Mianwali,Mianwali,Other Rabi Vegetables,2021-22,Rabi,14.8266,150.0,maund/acre,2022-23(1).pdf,187,previous_year
Multan,Multan,Other Rabi Vegetables,2021-22,Rabi,17.001168,172.0,maund/acre,2022-23(1).pdf,187,previous_year
Muzaffargarh,Muzaffargarh,Other Rabi Vegetables,2021-22,Rabi,16.605792,168.0,maund/acre,2022-23(1).pdf,187,previous_year
Nankana Sahib,Nankana Sahib,Other Rabi Vegetables,2021-22,Rabi,30.443952,308.0,maund/acre,2022-23(1).pdf,187,previous_year
Narowal,Narowal,Other Rabi Vegetables,2021-22,Rabi,13.739316,139.0,maund/acre,2022-23(1).pdf,187,previous_year
Okara,Okara,Other Rabi Vegetables,2021-22,Rabi,17.100012,173.0,maund/acre,2022-23(1).pdf,187,previous_year
Pakpattan,Pakpattan,Other Rabi Vegetables,2021-22,Rabi,17.495388,177.0,maund/acre,2022-23(1).pdf,187,previous_year
Rahim Yar Khan,Rahim Yar Khan,Other Rabi Vegetables,2021-22,Rabi,17.001168,172.0,maund/acre,2022-23(1).pdf,187,previous_year
Rajanpur,Rajan Pur,Other Rabi Vegetables,2021-22,Rabi,15.81504,160.0,maund/acre,2022-23(1).pdf,187,previous_year
Rawalpindi,Rawalpindi,Other Rabi Vegetables,2021-22,Rabi,14.925444,151.0,maund/acre,2022-23(1).pdf,187,previous_year
Sahiwal,Sahiwal,Other Rabi Vegetables,2021-22,Rabi,17.594232,178.0,maund/acre,2022-23(1).pdf,187,previous_year
Sargodha,Sargodha,Other Rabi Vegetables,2021-22,Rabi,12.3555,125.0,maund/acre,2022-23(1).pdf,187,previous_year
Sheikhupura,Sheikhupura,Other Rabi Vegetables,2021-22,Rabi,20.065332,203.0,maund/acre,2022-23(1).pdf,187,previous_year
Sialkot,Sialkot,Other Rabi Vegetables,2021-22,Rabi,11.268216,114.0,maund/acre,2022-23(1).pdf,187,previous_year
Toba Tek Singh,T.T. Singh,Other Rabi Vegetables,2021-22,Rabi,17.001168,172.0,maund/acre,2022-23(1).pdf,187,previous_year
Vehari,Vehari,Other Rabi Vegetables,2021-22,Rabi,17.100012,173.0,maund/acre,2022-23(1).pdf,187,previous_year
Attock,Attock,Peach,2021-22,Kharif,16.605792,168.0,maund/acre,2022-23(1).pdf,103,previous_year
Bahawalnagar,Bahawalnagar,Peach,2021-22,Kharif,9.39018,95.0,maund/acre,2022-23(1).pdf,103,previous_year
Bhakkar,Bhakkar,Peach,2021-22,Kharif,9.39018,95.0,maund/acre,2022-23(1).pdf,103,previous_year
Chiniot,Chiniot,Peach,2021-22,Kharif,14.035848,142.0,maund/acre,2022-23(1).pdf,103,previous_year
Dera Ghazi Khan,D.G. Khan,Peach,2021-22,Kharif,4.151448,42.0,maund/acre,2022-23(1).pdf,103,previous_year
Faisalabad,Faisalabad,Peach,2021-22,Kharif,13.442784,136.0,maund/acre,2022-23(1).pdf,103,previous_year
Gujranwala,Gujranwala,Peach,2021-22,Kharif,9.8844,100.0,maund/acre,2022-23(1).pdf,103,previous_year
Hafizabad,Hafizabad,Peach,2021-22,Kharif,23.72256,240.0,maund/acre,2022-23(1).pdf,103,previous_year
Jhang,Jhang,Peach,2021-22,Kharif,14.925444,151.0,maund/acre,2022-23(1).pdf,103,previous_year
Jhelum,Jhelum,Peach,2021-22,Kharif,10.87284,110.0,maund/acre,2022-23(1).pdf,103,previous_year
Kasur,Kasur,Peach,2021-22,Kharif,11.465904,116.0,maund/acre,2022-23(1).pdf,103,previous_year
Khanewal,Khanewal,Peach,2021-22,Kharif,7.808676,79.0,maund/acre,2022-23(1).pdf,103,previous_year
Khushab,Khushab,Peach,2021-22,Kharif,10.477464,106.0,maund/acre,2022-23(1).pdf,103,previous_year
Nankana Sahib,Nankana Sahib,Peach,2021-22,Kharif,10.279776,104.0,maund/acre,2022-23(1).pdf,103,previous_year
Narowal,Narowal,Peach,2021-22,Kharif,8.698272,88.0,maund/acre,2022-23(1).pdf,103,previous_year
Okara,Okara,Peach,2021-22,Kharif,18.28614,185.0,maund/acre,2022-23(1).pdf,103,previous_year
Pakpattan,Pakpattan,Peach,2021-22,Kharif,3.163008,32.0,maund/acre,2022-23(1).pdf,103,previous_year
Rawalpindi,Rawalpindi,Peach,2021-22,Kharif,17.693076,179.0,maund/acre,2022-23(1).pdf,103,previous_year
Sahiwal,Sahiwal,Peach,2021-22,Kharif,6.326016,64.0,maund/acre,2022-23(1).pdf,103,previous_year
Sargodha,Sargodha,Peach,2021-22,Kharif,17.594232,178.0,maund/acre,2022-23(1).pdf,103,previous_year
Sialkot,Sialkot,Peach,2021-22,Kharif,8.89596,90.0,maund/acre,2022-23(1).pdf,103,previous_year
Toba Tek Singh,T.T. Singh,Peach,2021-22,Kharif,14.33238,145.0,maund/acre,2022-23(1).pdf,103,previous_year
Vehari,Vehari,Peach,2021-22,Kharif,8.797116,89.0,maund/acre,2022-23(1).pdf,103,previous_year
Bahawalnagar,Bahawalnagar,Phalsa,2021-22,Kharif,2.866476,29.0,maund/acre,2022-23(1).pdf,101,previous_year
Bahawalpur,Bahawalpur,Phalsa,2021-22,Kharif,4.843356,49.0,maund/acre,2022-23(1).pdf,101,previous_year
Bhakkar,Bhakkar,Phalsa,2021-22,Kharif,2.96532,30.0,maund/acre,2022-23(1).pdf,101,previous_year
Chiniot,Chiniot,Phalsa,2021-22,Kharif,2.96532,30.0,maund/acre,2022-23(1).pdf,101,previous_year
Dera Ghazi Khan,D.G. Khan,Phalsa,2021-22,Kharif,3.261852,33.0,maund/acre,2022-23(1).pdf,101,previous_year
